31 May 2012,4896.10,4949.25,4883.55,4924.25,0
01 Jun 2012,4910.85,4925.00,4831.75,4841.60,0
04 Jun 2012,4797.30,4858.30,4770.35,4848.15,0
05 Jun 2012,4869.45,4898.95,4847.70,4863.30,0
06 Jun 2012,4886.65,5010.45,4886.15,4997.10,0
07 Jun 2012,5035.35,5059.65,5007.75,5049.65,0
08 Jun 2012,5044.25,5084.45,4994.80,5068.35,0
11 Jun 2012,5096.70,5124.45,5040.70,5054.10,0
12 Jun 2012,5015.50,5128.90,5015.15,5115.90,0
13 Jun 2012,5117.55,5144.90,5095.45,5121.45,0
14 Jun 2012,5105.10,5130.00,5047.60,5054.75,0
15 Jun 2012,5069.55,5146.20,5069.15,5139.05,0
18 Jun 2012,5174.00,5190.20,5041.70,5064.25,0
19 Jun 2012,5050.80,5113.60,5048.10,5103.85,0
20 Jun 2012,5114.55,5141.70,5100.70,5120.55,0
21 Jun 2012,5097.35,5170.40,5093.45,5165.00,0
22 Jun 2012,5101.75,5159.80,5094.00,5146.05,0
25 Jun 2012,5158.50,5194.60,5105.65,5114.65,0
26 Jun 2012,5107.45,5134.55,5095.50,5120.80,0
27 Jun 2012,5149.45,5160.10,5129.25,5141.90,0
28 Jun 2012,5148.95,5159.05,5125.30,5149.15,0
29 Jun 2012,5191.25,5286.25,5189.00,5278.90,0
02 Jul 2012,5283.85,5302.15,5263.35,5278.60,0
03 Jul 2012,5298.85,5317.00,5265.95,5287.95,0
04 Jul 2012,5310.40,5317.65,5273.30,5302.55,0
05 Jul 2012,5297.05,5333.65,5288.85,5327.30,0
06 Jul 2012,5324.70,5327.20,5287.75,5316.95,0
09 Jul 2012,5283.70,5300.60,5257.75,5275.15,0
10 Jul 2012,5286.60,5348.55,5284.55,5345.35,0
11 Jul 2012,5315.25,5336.45,5300.25,5306.30,0
12 Jul 2012,5240.00,5261.75,5217.70,5235.25,0
13 Jul 2012,5242.75,5267.15,5216.85,5227.25,0
16 Jul 2012,5232.35,5246.85,5190.45,5197.25,0
17 Jul 2012,5228.05,5236.70,5181.70,5192.85,0
18 Jul 2012,5199.10,5222.85,5169.05,5216.30,0
19 Jul 2012,5249.85,5257.75,5233.15,5242.70,0
20 Jul 2012,5233.55,5238.70,5197.50,5205.10,0
23 Jul 2012,5163.25,5164.20,5108.10,5117.95,0
24 Jul 2012,5128.80,5144.00,5103.25,5128.20,0
25 Jul 2012,5118.40,5121.60,5076.60,5109.60,0
26 Jul 2012,5126.30,5126.30,5032.40,5043.00,0
27 Jul 2012,5124.30,5149.95,5077.50,5099.85,0
30 Jul 2012,5129.75,5206.60,5129.75,5199.80,0
31 Jul 2012,5214.85,5234.55,5154.05,5229.00,0
01 Aug 2012,5220.70,5246.35,5212.65,5240.50,0
02 Aug 2012,5233.10,5236.90,5209.95,5227.75,0
03 Aug 2012,5195.60,5220.20,5164.65,5215.70,0
06 Aug 2012,5260.85,5293.20,5260.85,5282.55,0
07 Aug 2012,5295.40,5350.10,5281.65,5336.70,0
08 Aug 2012,5345.25,5377.60,5331.05,5338.00,0
09 Aug 2012,5348.30,5368.20,5312.10,5322.95,0
10 Aug 2012,5308.20,5330.10,5294.10,5320.40,0
13 Aug 2012,5316.35,5352.45,5309.05,5347.90,0
14 Aug 2012,5343.25,5387.05,5328.80,5380.35,0
16 Aug 2012,5385.95,5390.65,5356.65,5362.95,0
17 Aug 2012,5368.60,5399.95,5341.70,5366.30,0
21 Aug 2012,5368.70,5425.15,5368.70,5421.00,0
22 Aug 2012,5395.75,5433.35,5394.80,5412.85,0
23 Aug 2012,5426.15,5448.60,5393.85,5415.35,0
24 Aug 2012,5392.60,5399.65,5371.00,5386.70,0
27 Aug 2012,5387.85,5399.15,5346.65,5350.25,0
28 Aug 2012,5348.05,5359.25,5312.60,5334.60,0
29 Aug 2012,5343.85,5345.50,5282.70,5287.80,0
30 Aug 2012,5268.60,5342.80,5255.05,5315.05,0
31 Aug 2012,5298.20,5303.25,5238.90,5258.50,0
03 Sep 2012,5276.50,5295.80,5243.15,5253.75,0
04 Sep 2012,5249.15,5278.35,5233.20,5274.00,0
05 Sep 2012,5243.90,5259.50,5215.70,5225.70,0
06 Sep 2012,5217.65,5260.60,5217.65,5238.40,0
07 Sep 2012,5309.45,5347.15,5309.20,5342.10,0
08 Sep 2012,5343.65,5366.30,5343.45,5358.70,0
10 Sep 2012,5361.90,5375.45,5349.10,5363.45,0
11 Sep 2012,5336.10,5393.35,5332.10,5390.00,0
12 Sep 2012,5404.45,5435.55,5393.95,5431.00,0
13 Sep 2012,5435.20,5447.45,5421.85,5435.35,0
14 Sep 2012,5528.35,5586.65,5526.95,5577.65,0
17 Sep 2012,5631.75,5652.20,5585.15,5610.00,0
18 Sep 2012,5602.40,5620.55,5586.45,5600.05,0
20 Sep 2012,5536.95,5581.35,5534.90,5554.25,0
21 Sep 2012,5577.00,5720.00,5575.45,5691.15,0
24 Sep 2012,5691.95,5709.85,5662.75,5669.60,0
25 Sep 2012,5674.90,5702.70,5652.45,5673.90,0
26 Sep 2012,5653.40,5672.80,5638.65,5663.45,0
27 Sep 2012,5673.75,5693.70,5639.70,5649.50,0
28 Sep 2012,5684.80,5735.15,5683.45,5703.30,0
01 Oct 2012,5704.75,5722.95,5694.00,5718.80,0
03 Oct 2012,5727.70,5743.25,5715.80,5731.25,0
04 Oct 2012,5751.55,5807.25,5751.35,5787.60,0
05 Oct 2012,5815.00,5815.35,4888.20,5746.95,0
08 Oct 2012,5751.85,5751.85,5666.20,5676.00,0
09 Oct 2012,5708.15,5728.65,5677.90,5704.60,0
10 Oct 2012,5671.15,5686.50,5647.05,5652.15,0
11 Oct 2012,5663.50,5721.10,5636.95,5708.05,0
12 Oct 2012,5681.70,5725.00,5659.35,5676.05,0
15 Oct 2012,5674.25,5693.70,5651.05,5687.25,0
16 Oct 2012,5705.60,5714.00,5635.60,5648.00,0
17 Oct 2012,5681.10,5684.35,5633.90,5660.25,0
18 Oct 2012,5675.30,5722.50,5650.55,5718.70,0
19 Oct 2012,5703.30,5711.70,5660.00,5684.25,0
22 Oct 2012,5667.60,5721.55,5658.05,5717.15,0
23 Oct 2012,5715.65,5720.80,5681.45,5691.40,0
25 Oct 2012,5688.80,5718.75,5685.70,5705.30,0
26 Oct 2012,5683.55,5697.20,5641.75,5664.30,0
29 Oct 2012,5665.20,5698.30,5645.10,5665.60,0
30 Oct 2012,5656.35,5689.90,5589.90,5597.90,0
31 Oct 2012,5596.75,5624.40,5583.05,5619.70,0
01 Nov 2012,5609.85,5649.75,5601.95,5645.05,0
02 Nov 2012,5696.35,5711.30,5682.55,5697.70,0
05 Nov 2012,5693.05,5709.20,5679.50,5704.20,0
06 Nov 2012,5694.10,5730.80,5693.65,5724.40,0
07 Nov 2012,5718.60,5777.30,5711.40,5760.10,0
08 Nov 2012,5709.00,5744.50,5693.95,5738.75,0
09 Nov 2012,5731.10,5751.70,5677.75,5686.25,0
12 Nov 2012,5688.45,5718.90,5665.75,5683.70,0
13 Nov 2012,5689.70,5698.25,5660.35,5666.95,0
15 Nov 2012,5650.35,5651.65,5603.55,5631.00,0
16 Nov 2012,5624.80,5650.15,5559.80,5574.05,0
19 Nov 2012,5577.30,5592.75,5549.25,5571.40,0
20 Nov 2012,5604.80,5613.70,5548.35,5571.55,0
21 Nov 2012,5582.50,5620.20,5561.40,5614.80,0
22 Nov 2012,5628.60,5643.35,5608.00,5627.75,0
23 Nov 2012,5635.45,5637.75,5593.55,5626.60,0
26 Nov 2012,5648.65,5649.20,5623.45,5635.90,0
27 Nov 2012,5658.50,5733.20,5658.00,5727.45,0
29 Nov 2012,5736.70,5833.50,5736.10,5825.00,0
30 Nov 2012,5836.00,5885.25,5827.85,5879.85,0
03 Dec 2012,5878.25,5899.15,5854.60,5870.95,0
04 Dec 2012,5866.80,5894.95,5859.00,5889.25,0
05 Dec 2012,5906.60,5917.80,5891.35,5900.50,0
06 Dec 2012,5926.30,5942.55,5838.90,5930.90,0
07 Dec 2012,5934.00,5949.85,5888.65,5907.40,0
10 Dec 2012,5916.05,5919.95,5888.10,5908.90,0
11 Dec 2012,5923.80,5965.15,5865.45,5898.80,0
12 Dec 2012,5917.80,5924.60,5874.25,5888.00,0
13 Dec 2012,5900.35,5907.45,5841.35,5851.50,0
14 Dec 2012,5846.90,5886.10,5839.15,5879.60,0
17 Dec 2012,5860.50,5886.05,5850.15,5857.90,0
18 Dec 2012,5873.60,5905.80,5823.15,5896.80,0
19 Dec 2012,5917.30,5939.40,5910.80,5929.60,0
20 Dec 2012,5934.45,5937.60,5881.45,5916.40,0
21 Dec 2012,5888.00,5888.00,5841.65,5847.70,0
24 Dec 2012,5869.00,5871.90,5844.70,5855.75,0
26 Dec 2012,5864.95,5917.30,5859.55,5905.60,0
27 Dec 2012,5930.20,5930.80,5864.70,5870.10,0
28 Dec 2012,5887.15,5915.75,5879.50,5908.35,0
31 Dec 2012,5901.20,5919.00,5897.15,5905.10,0
01 Jan 2013,5937.65,5963.90,5935.20,5950.85,0
02 Jan 2013,5982.60,6006.05,5982.00,5993.25,0
03 Jan 2013,6015.80,6017.00,5986.55,6009.50,0
04 Jan 2013,6011.95,6020.75,5981.55,6016.15,0
07 Jan 2013,6042.15,6042.15,5977.15,5988.40,0
08 Jan 2013,5983.45,6007.05,5964.40,6001.70,0
09 Jan 2013,6006.20,6020.10,5958.45,5971.50,0
10 Jan 2013,5998.80,6005.15,5947.30,5968.65,0
11 Jan 2013,6012.40,6018.85,5940.60,5951.30,0
14 Jan 2013,5967.20,6036.90,5962.15,6024.05,0
15 Jan 2013,6037.85,6068.50,6018.60,6056.60,0
16 Jan 2013,6049.00,6055.95,5992.05,6001.85,0
17 Jan 2013,6001.25,6053.20,5988.10,6039.20,0
18 Jan 2013,6059.85,6083.40,6048.30,6064.40,0
21 Jan 2013,6085.75,6094.35,6065.10,6082.30,0
22 Jan 2013,6080.15,6101.30,6040.50,6048.50,0
23 Jan 2013,6052.85,6069.80,6021.15,6054.30,0
24 Jan 2013,6046.20,6065.30,6007.85,6019.35,0
25 Jan 2013,6024.50,6080.55,6014.45,6074.65,0
28 Jan 2013,6082.10,6088.40,6061.40,6074.80,0
29 Jan 2013,6064.70,6111.80,6042.45,6049.90,0
30 Jan 2013,6065.00,6071.95,6044.15,6055.75,0
31 Jan 2013,6045.65,6058.05,6025.15,6034.75,0
01 Feb 2013,6040.95,6052.95,5983.20,5998.90,0
04 Feb 2013,6025.20,6038.50,5981.25,5987.25,0
05 Feb 2013,5948.20,5970.35,5946.90,5956.90,0
06 Feb 2013,5988.05,5990.90,5953.15,5959.20,0
07 Feb 2013,5936.45,5978.50,5927.60,5938.80,0
08 Feb 2013,5929.10,5953.70,5883.65,5903.50,0
11 Feb 2013,5920.05,5924.15,5879.10,5897.85,0
12 Feb 2013,5894.35,5927.65,5886.45,5922.50,0
13 Feb 2013,5943.15,5969.50,5922.95,5932.95,0
14 Feb 2013,5933.20,5940.20,5884.55,5896.95,0
15 Feb 2013,5869.95,5899.95,5853.90,5887.40,0
18 Feb 2013,5888.65,5911.00,5878.45,5898.20,0
19 Feb 2013,5900.20,5947.55,5883.15,5939.70,0
20 Feb 2013,5966.30,5971.00,5937.55,5943.05,0
21 Feb 2013,5909.65,5921.15,5844.40,5852.25,0
22 Feb 2013,5837.95,5873.80,5835.80,5850.30,0
25 Feb 2013,5870.55,5878.40,5825.00,5854.75,0
26 Feb 2013,5838.30,5838.85,5748.60,5761.35,0
27 Feb 2013,5784.90,5818.20,5749.70,5796.90,0
28 Feb 2013,5834.35,5849.90,5671.90,5693.05,0
01 Mar 2013,5702.45,5739.45,5679.90,5719.70,0
04 Mar 2013,5704.70,5712.00,5663.60,5698.50,0
05 Mar 2013,5722.45,5790.10,5722.40,5784.25,0
06 Mar 2013,5816.40,5828.70,5795.05,5818.60,0
07 Mar 2013,5801.30,5878.00,5801.30,5863.30,0
08 Mar 2013,5883.65,5952.85,5883.00,5945.70,0
11 Mar 2013,5946.10,5971.20,5930.35,5942.35,0
12 Mar 2013,5944.60,5952.00,5893.65,5914.10,0
13 Mar 2013,5884.80,5893.85,5842.25,5851.20,0
14 Mar 2013,5845.95,5920.15,5791.75,5908.95,0
15 Mar 2013,5914.90,5945.65,5861.00,5872.60,0
18 Mar 2013,5816.75,5850.20,5814.35,5835.25,0
19 Mar 2013,5859.50,5863.60,5724.30,5745.95,0
20 Mar 2013,5740.55,5745.30,5682.30,5694.40,0
21 Mar 2013,5705.90,5757.75,5647.95,5658.75,0
22 Mar 2013,5659.80,5691.45,5631.80,5651.35,0
25 Mar 2013,5707.30,5718.40,5624.40,5633.85,0
26 Mar 2013,5613.75,5655.30,5612.05,5641.60,0
28 Mar 2013,5647.75,5692.95,5604.85,5682.55,0
01 Apr 2013,5697.35,5720.95,5675.90,5704.40,0
02 Apr 2013,5701.70,5754.60,5687.15,5748.10,0
03 Apr 2013,5740.20,5744.95,5650.10,5672.90,0
04 Apr 2013,5640.65,5644.45,5565.65,5574.75,0
05 Apr 2013,5568.10,5577.30,5534.70,5553.25,0
08 Apr 2013,5550.50,5569.20,5537.05,5542.95,0
09 Apr 2013,5568.75,5603.05,5487.00,5495.10,0
10 Apr 2013,5536.25,5569.25,5477.20,5558.70,0
11 Apr 2013,5601.65,5610.65,5542.85,5594.00,0
12 Apr 2013,5520.70,5544.50,5494.90,5528.55,0
15 Apr 2013,5508.50,5592.85,5500.30,5568.40,0
16 Apr 2013,5562.45,5699.25,5555.85,5688.95,0
17 Apr 2013,5708.65,5732.15,5669.00,5688.70,0
18 Apr 2013,5682.70,5794.35,5681.85,5783.10,0
22 Apr 2013,5789.85,5844.85,5789.80,5834.40,0
23 Apr 2013,5843.10,5844.30,5791.55,5836.90,0
25 Apr 2013,5856.10,5924.60,5853.30,5916.30,0
26 Apr 2013,5899.75,5907.05,5860.50,5871.45,0
29 Apr 2013,5877.60,5918.65,5868.80,5904.10,0
30 Apr 2013,5932.60,5962.30,5867.80,5930.20,0
02 May 2013,5911.40,6019.45,5910.95,5999.35,0
03 May 2013,5993.50,6000.30,5930.15,5944.00,0
06 May 2013,5944.90,5976.50,5928.45,5971.05,0
07 May 2013,5983.45,6050.50,5982.95,6043.55,0
08 May 2013,6064.15,6083.55,6024.95,6069.30,0
09 May 2013,6078.35,6084.70,6040.45,6050.15,0
10 May 2013,6046.25,6105.30,6045.60,6094.75,0
11 May 2013,6088.20,6114.55,6084.15,6107.25,0
13 May 2013,6098.20,6104.95,5972.90,5980.45,0
14 May 2013,5989.70,6026.20,5970.05,5995.40,0
15 May 2013,6018.85,6157.10,6018.85,6146.75,0
16 May 2013,6128.25,6187.30,6128.25,6169.90,0
17 May 2013,6172.95,6199.95,6146.15,6187.30,0
20 May 2013,6198.00,6229.45,6146.05,6156.90,0
21 May 2013,6152.35,6180.25,6102.35,6114.10,0
22 May 2013,6127.05,6147.60,6074.45,6094.50,0
23 May 2013,6050.40,6081.45,5955.70,5967.05,0
24 May 2013,6010.70,6015.30,5936.80,5983.55,0
27 May 2013,5989.40,6099.90,5975.55,6083.15,0
28 May 2013,6086.35,6127.65,6055.40,6111.25,0
29 May 2013,6120.45,6125.05,6069.80,6104.30,0
30 May 2013,6072.15,6133.75,6072.15,6124.05,0
31 May 2013,6098.70,6106.25,5975.55,5985.95,0
03 Jun 2013,5997.35,6011.00,5916.35,5939.30,0
04 Jun 2013,5941.10,5981.60,5910.25,5919.45,0
05 Jun 2013,5908.30,5935.20,5883.70,5923.85,0
06 Jun 2013,5895.00,5956.55,5869.50,5921.40,0
07 Jun 2013,5900.05,5972.70,5871.30,5881.00,0
10 Jun 2013,5907.90,5931.65,5857.40,5878.00,0
11 Jun 2013,5848.75,5868.05,5780.35,5788.80,0
12 Jun 2013,5771.75,5792.90,5738.60,5760.20,0
13 Jun 2013,5709.35,5729.85,5683.10,5699.10,0
14 Jun 2013,5748.95,5819.40,5739.40,5808.40,0
17 Jun 2013,5820.40,5854.90,5770.25,5850.05,0
18 Jun 2013,5841.90,5863.40,5804.30,5813.60,0
19 Jun 2013,5805.75,5828.40,5777.90,5822.25,0
20 Jun 2013,5754.15,5755.00,5645.65,5655.90,0
21 Jun 2013,5639.90,5686.15,5616.85,5667.65,0
24 Jun 2013,5638.05,5640.00,5566.25,5590.25,0
25 Jun 2013,5606.95,5666.25,5570.25,5609.10,0
26 Jun 2013,5627.95,5635.25,5579.35,5588.70,0
27 Jun 2013,5647.95,5699.35,5630.95,5682.35,0
28 Jun 2013,5749.50,5852.95,5749.50,5842.20,0
01 Jul 2013,5834.10,5904.35,5822.20,5898.85,0
02 Jul 2013,5885.50,5898.80,5852.30,5857.55,0
03 Jul 2013,5811.95,5815.00,5760.40,5770.90,0
04 Jul 2013,5794.75,5848.20,5786.05,5836.95,0
05 Jul 2013,5889.95,5900.45,5858.45,5867.90,0
08 Jul 2013,5833.15,5833.85,5775.55,5811.55,0
09 Jul 2013,5834.60,5864.95,5834.60,5859.00,0
10 Jul 2013,5869.90,5879.35,5802.85,5816.70,0
11 Jul 2013,5894.50,5948.85,5887.95,5935.10,0
12 Jul 2013,6000.50,6019.00,5951.15,6009.00,0
15 Jul 2013,5991.20,6038.20,5980.95,6030.80,0
16 Jul 2013,5930.80,5966.05,5910.95,5955.25,0
17 Jul 2013,5972.25,5989.80,5926.75,5973.30,0
18 Jul 2013,5984.70,6051.10,5974.55,6038.05,0
19 Jul 2013,6057.20,6066.85,6020.25,6029.20,0
22 Jul 2013,6009.75,6064.15,6004.25,6031.80,0
23 Jul 2013,6064.30,6093.35,6061.30,6077.80,0
24 Jul 2013,6032.20,6047.25,5962.60,5990.50,0
25 Jul 2013,5970.40,5990.65,5896.40,5907.50,0
26 Jul 2013,5937.95,5944.50,5869.50,5886.20,0
29 Jul 2013,5869.95,5886.00,5825.80,5831.65,0
30 Jul 2013,5836.05,5861.30,5747.60,5755.05,0
31 Jul 2013,5738.35,5752.10,5675.75,5742.00,0
01 Aug 2013,5776.90,5808.50,5676.85,5727.85,0
02 Aug 2013,5750.05,5761.85,5649.00,5677.90,0
05 Aug 2013,5682.40,5721.00,5661.50,5685.40,0
06 Aug 2013,5664.90,5664.90,5521.80,5542.25,0
07 Aug 2013,5549.30,5561.45,5486.85,5519.10,0
08 Aug 2013,5510.05,5577.60,5510.05,5565.65,0
12 Aug 2013,5606.70,5644.10,5557.10,5612.40,0
13 Aug 2013,5600.25,5704.75,5578.90,5699.30,0
14 Aug 2013,5715.40,5754.55,5690.20,5742.30,0
16 Aug 2013,5705.45,5716.60,5496.05,5507.85,0
19 Aug 2013,5497.55,5499.65,5360.65,5414.75,0
20 Aug 2013,5353.45,5417.80,5306.35,5401.45,0
21 Aug 2013,5494.45,5504.10,5268.45,5302.55,0
22 Aug 2013,5282.80,5418.95,5254.05,5408.45,0
23 Aug 2013,5428.75,5478.80,5377.80,5471.75,0
26 Aug 2013,5499.40,5528.70,5454.45,5476.50,0
27 Aug 2013,5426.50,5427.40,5274.25,5287.45,0
28 Aug 2013,5233.45,5317.70,5118.85,5285.00,0
29 Aug 2013,5316.50,5428.90,5303.00,5409.05,0
30 Aug 2013,5407.45,5493.30,5360.20,5471.80,0
02 Sep 2013,5480.25,5564.90,5478.85,5550.75,0
03 Sep 2013,5574.70,5580.95,5323.75,5341.45,0
04 Sep 2013,5358.65,5460.25,5318.90,5448.10,0
05 Sep 2013,5553.75,5625.75,5552.70,5592.95,0
06 Sep 2013,5617.45,5688.60,5566.15,5680.40,0
10 Sep 2013,5738.50,5904.85,5738.20,5896.75,0
11 Sep 2013,5887.25,5924.35,5832.70,5913.15,0
12 Sep 2013,5931.15,5932.00,5815.80,5850.70,0
13 Sep 2013,5828.00,5884.30,5822.90,5850.60,0
16 Sep 2013,5930.30,5957.25,5798.15,5840.55,0
17 Sep 2013,5824.20,5857.80,5804.90,5850.20,0
18 Sep 2013,5872.75,5916.90,5840.20,5899.45,0
19 Sep 2013,6044.15,6142.50,6040.15,6115.55,0
20 Sep 2013,6104.55,6130.95,5932.85,6012.10,0
23 Sep 2013,5945.80,5989.40,5871.40,5889.75,0
24 Sep 2013,5855.00,5938.40,5854.55,5892.45,0
25 Sep 2013,5901.55,5910.55,5811.10,5873.85,0
26 Sep 2013,5872.80,5917.65,5864.10,5882.25,0
27 Sep 2013,5905.55,5909.20,5819.30,5833.20,0
30 Sep 2013,5801.05,5810.20,5718.50,5735.30,0
01 Oct 2013,5756.10,5786.45,5700.95,5780.05,0
03 Oct 2013,5819.10,5917.60,5802.70,5909.70,0
04 Oct 2013,5891.30,5950.45,5885.00,5907.30,0
07 Oct 2013,5889.05,5912.00,5825.85,5906.15,0
08 Oct 2013,5975.00,5981.70,5913.00,5928.40,0
09 Oct 2013,5893.25,6015.50,5877.10,6007.45,0
10 Oct 2013,6001.05,6033.95,5979.80,6020.95,0
11 Oct 2013,6104.85,6107.60,6046.40,6096.20,0
14 Oct 2013,6093.00,6124.10,6082.90,6112.70,0
15 Oct 2013,6147.55,6156.30,6056.55,6089.05,0
17 Oct 2013,6098.50,6110.75,6032.55,6045.85,0
18 Oct 2013,6070.90,6201.45,6070.90,6189.35,0
21 Oct 2013,6202.00,6218.95,6163.30,6204.95,0
22 Oct 2013,6192.30,6220.10,6181.80,6202.80,0
23 Oct 2013,6209.55,6217.95,6116.60,6178.35,0
24 Oct 2013,6162.80,6252.45,6142.95,6164.35,0
25 Oct 2013,6154.00,6174.75,6125.95,6144.90,0
28 Oct 2013,6155.10,6168.75,6094.10,6101.10,0
29 Oct 2013,6107.55,6228.05,6079.20,6220.90,0
30 Oct 2013,6230.80,6269.20,6222.60,6251.70,0
31 Oct 2013,6237.15,6309.05,6235.90,6299.15,0
01 Nov 2013,6289.75,6332.60,6286.95,6307.20,0
03 Nov 2013,6332.05,6342.95,6311.15,6317.35,0
05 Nov 2013,6282.15,6304.75,6244.30,6253.15,0
06 Nov 2013,6260.55,6269.70,6208.70,6215.15,0
07 Nov 2013,6228.90,6288.95,6180.80,6187.25,0
08 Nov 2013,6170.15,6185.15,6120.95,6140.75,0
11 Nov 2013,6110.40,6141.65,6067.75,6078.80,0
12 Nov 2013,6087.25,6108.70,6011.75,6018.05,0
13 Nov 2013,5998.85,6042.25,5972.45,5989.60,0
14 Nov 2013,6037.00,6101.65,6036.65,6056.15,0
18 Nov 2013,6111.05,6196.80,6110.40,6189.00,0
19 Nov 2013,6197.25,6212.40,6180.20,6203.35,0
20 Nov 2013,6186.85,6204.35,6106.95,6122.90,0
21 Nov 2013,6096.50,6097.35,5985.40,5999.05,0
22 Nov 2013,6027.35,6049.60,5972.80,5995.45,0
25 Nov 2013,6035.95,6123.50,6035.95,6115.35,0
26 Nov 2013,6099.25,6112.70,6047.75,6059.10,0
27 Nov 2013,6062.70,6074.00,6030.30,6057.10,0
28 Nov 2013,6092.00,6112.95,6068.30,6091.85,0
29 Nov 2013,6103.90,6182.50,6103.80,6176.10,0
02 Dec 2013,6171.15,6228.70,6171.15,6217.85,0
03 Dec 2013,6204.25,6225.40,6191.40,6201.85,0
04 Dec 2013,6187.95,6209.15,6149.90,6160.95,0
05 Dec 2013,6262.45,6300.55,6232.00,6241.10,0
06 Dec 2013,6234.40,6275.35,6230.75,6259.90,0
09 Dec 2013,6415.00,6415.25,6345.00,6363.90,0
10 Dec 2013,6354.70,6362.25,6307.55,6332.85,0
11 Dec 2013,6307.20,6326.60,6280.25,6307.90,0
12 Dec 2013,6276.75,6286.85,6230.55,6237.05,0
13 Dec 2013,6201.30,6208.60,6161.40,6168.40,0
16 Dec 2013,6168.35,6183.25,6146.05,6154.70,0
17 Dec 2013,6178.20,6190.55,6133.00,6139.05,0
18 Dec 2013,6129.95,6236.00,6129.95,6217.15,0
19 Dec 2013,6253.90,6263.75,6150.70,6166.65,0
20 Dec 2013,6179.95,6284.50,6170.35,6274.25,0
23 Dec 2013,6267.20,6317.50,6266.95,6284.50,0
24 Dec 2013,6296.45,6301.50,6262.00,6268.40,0
26 Dec 2013,6270.10,6302.75,6259.45,6278.90,0
27 Dec 2013,6292.80,6324.90,6289.40,6313.80,0
30 Dec 2013,6336.40,6344.05,6273.15,6291.10,0
31 Dec 2013,6307.35,6317.30,6287.30,6304.00,0
01 Jan 2014,6323.80,6327.20,6298.25,6301.65,0
02 Jan 2014,6301.25,6358.30,6211.30,6221.15,0
03 Jan 2014,6194.55,6221.70,6171.25,6211.15,0
06 Jan 2014,6220.85,6224.70,6170.25,6191.45,0
07 Jan 2014,6203.90,6221.50,6144.75,6162.25,0
08 Jan 2014,6178.05,6192.10,6160.35,6174.60,0
09 Jan 2014,6181.70,6188.05,6148.25,6168.35,0
10 Jan 2014,6178.85,6239.10,6139.60,6171.45,0
13 Jan 2014,6189.55,6288.20,6189.55,6272.75,0
14 Jan 2014,6260.25,6280.35,6234.15,6241.85,0
15 Jan 2014,6265.95,6325.20,6265.30,6320.90,0
16 Jan 2014,6341.35,6346.50,6299.85,6318.90,0
17 Jan 2014,6306.25,6327.10,6246.35,6261.65,0
20 Jan 2014,6261.75,6307.45,6243.35,6303.95,0
21 Jan 2014,6320.15,6330.30,6297.90,6313.80,0
22 Jan 2014,6309.05,6349.95,6287.45,6338.95,0
23 Jan 2014,6325.95,6355.60,6316.40,6345.65,0
24 Jan 2014,6301.65,6331.45,6263.90,6266.75,0
27 Jan 2014,6186.30,6188.55,6130.25,6135.85,0
28 Jan 2014,6131.85,6163.60,6085.95,6126.25,0
29 Jan 2014,6161.00,6170.45,6109.80,6120.25,0
30 Jan 2014,6067.00,6082.85,6027.25,6073.70,0
31 Jan 2014,6082.75,6097.85,6067.35,6089.50,0
03 Feb 2014,6058.80,6074.85,5994.45,6001.80,0
04 Feb 2014,5947.60,6017.80,5933.30,6000.90,0
05 Feb 2014,6004.25,6028.05,5962.05,6022.40,0
06 Feb 2014,6028.35,6048.35,5965.40,6036.30,0
07 Feb 2014,6077.65,6079.95,6030.90,6063.20,0
10 Feb 2014,6072.80,6083.05,6046.40,6053.45,0
11 Feb 2014,6072.45,6081.85,6053.25,6062.70,0
12 Feb 2014,6085.35,6106.60,6077.40,6084.00,0
13 Feb 2014,6087.55,6094.40,5991.10,6001.10,0
14 Feb 2014,6023.75,6056.40,5984.60,6048.35,0
17 Feb 2014,6057.10,6080.65,6038.30,6073.30,0
18 Feb 2014,6071.30,6141.70,6066.80,6127.10,0
19 Feb 2014,6132.05,6160.35,6125.75,6152.75,0
20 Feb 2014,6127.15,6129.10,6086.45,6091.45,0
21 Feb 2014,6108.30,6159.65,6108.00,6155.45,0
24 Feb 2014,6140.95,6191.85,6130.80,6186.10,0
25 Feb 2014,6205.70,6216.85,6176.60,6200.05,0
26 Feb 2014,6202.45,6245.95,6202.10,6238.80,0
28 Feb 2014,6228.45,6282.70,6228.10,6276.95,0
03 Mar 2014,6264.35,6277.75,6212.25,6221.45,0
04 Mar 2014,6216.75,6302.15,6215.70,6297.95,0
05 Mar 2014,6328.45,6336.25,6287.80,6328.65,0
06 Mar 2014,6344.75,6406.60,6339.70,6401.15,0
07 Mar 2014,6413.95,6537.80,6413.55,6526.65,0
10 Mar 2014,6491.70,6562.20,6487.35,6537.25,0
11 Mar 2014,6537.35,6562.85,6494.25,6511.90,0
12 Mar 2014,6497.50,6546.15,6487.30,6516.90,0
13 Mar 2014,6491.75,6561.45,6476.65,6493.10,0
14 Mar 2014,6447.25,6518.45,6432.70,6504.20,0
18 Mar 2014,6532.45,6574.95,6497.65,6516.65,0
19 Mar 2014,6530.00,6541.20,6506.00,6524.05,0
20 Mar 2014,6508.35,6523.65,6473.25,6483.10,0
21 Mar 2014,6515.20,6522.90,6485.70,6493.20,0
22 Mar 2014,6497.80,6502.65,6481.35,6494.90,0
